dataset,seed,method,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,mae,rmse,node_rmse_mean,node_rmse_max
ETTh2,4,STCG-v1 Weighted Ridge,0.3,0.6,1.0,1.0,0.14562777529445195,0.22712846776923104,0.2042678246219411,0.3115956251413886
ETTh2,4,DynVAR-Lasso Weighted Ridge,0.3,0.6,2.0,1.0,0.14562714439159383,0.22712785502328342,0.20426730970898352,0.31159489463692613
ETTh2,4,STCG-v1 Weighted Ridge,0.3,0.6,2.0,1.0,0.14562714439159383,0.22712785502328342,0.20426730970898352,0.31159489463692613
ETTh2,4,DynVAR-Lasso Weighted Ridge,0.3,0.6,4.0,1.0,0.14562653447935267,0.22712730863445435,0.2042668607028371,0.3115939759945727
ETTh2,4,STCG-v1 Weighted Ridge,0.3,0.6,4.0,1.0,0.14562653447935267,0.22712730863445435,0.2042668607028371,0.3115939759945727
ETTh2,4,Dense Ridge,1.0,,,,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.01,0.5,1.0,0.14568294940593016,0.22713253414556908,0.20431204348485527,0.31157309539014366
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.01,0.5,1.0,0.14568294940593016,0.22713253414556908,0.20431204348485527,0.31157309539014366
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.01,1.0,1.0,0.14567722180379405,0.22712659367380622,0.2043061775904777,0.3115639984430216
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.01,1.0,1.0,0.14567722180379405,0.22712659367380622,0.2043061775904777,0.3115639984430216
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.01,2.0,1.0,0.14565328693126203,0.22709116474261032,0.2042737867596613,0.3115295476573536
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.01,2.0,1.0,0.14565328693126203,0.22709116474261032,0.2042737867596613,0.3115295476573536
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.01,4.0,1.0,0.14554809614128617,0.22696797821754439,0.2041719259884087,0.3114159841947537
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.01,4.0,1.0,0.14554809614128617,0.22696797821754439,0.2041719259884087,0.3114159841947537
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.03,0.5,1.0,0.1456830493156166,0.22713261960783726,0.20431213747572455,0.3115732823912387
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.03,0.5,1.0,0.1456830493156166,0.22713261960783726,0.20431213747572455,0.3115732823912387
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.03,1.0,1.0,0.14567717159921587,0.22712646361462177,0.20430624614173354,0.31156479938916015
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.03,1.0,1.0,0.14567717159921587,0.22712646361462177,0.20430624614173354,0.31156479938916015
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.03,2.0,1.0,0.1456536967828245,0.22709652605520286,0.20427957125625076,0.31153688181353395
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.03,2.0,1.0,0.1456536967828245,0.22709652605520286,0.20427957125625076,0.31153688181353395
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.03,4.0,1.0,0.1455789196189659,0.22701614704954767,0.20421375747097376,0.31147142671503214
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.03,4.0,1.0,0.1455789196189659,0.22701614704954767,0.20421375747097376,0.31147142671503214
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.1,0.5,1.0,0.14568341890118125,0.22713295801850172,0.20431248703494126,0.3115739000357049
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.1,0.5,1.0,0.14568341890118125,0.22713295801850172,0.20431248703494126,0.3115739000357049
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.1,1.0,1.0,0.14567791686510762,0.2271271758051326,0.2043072237606039,0.3115671447983965
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.1,1.0,1.0,0.14567791686510762,0.2271271758051326,0.2043072237606039,0.3115671447983965
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.1,2.0,1.0,0.1456616624743375,0.2271090947923266,0.2042916248703513,0.3115506177941563
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.1,2.0,1.0,0.1456616624743375,0.2271090947923266,0.2042916248703513,0.3115506177941563
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.1,4.0,1.0,0.14563183922056952,0.2270788439557733,0.204266749204235,0.31152289613239803
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.1,4.0,1.0,0.14563183922056952,0.2270788439557733,0.204266749204235,0.31152289613239803
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.3,0.5,1.0,0.14568450437456942,0.22713402619910736,0.20431350485492708,0.31157541224871876
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.3,0.5,1.0,0.14568450437456942,0.22713402619910736,0.20431350485492708,0.31157541224871876
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.3,1.0,1.0,0.14568108442159391,0.2271304858583511,0.20431041229445718,0.311571613431425
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.3,1.0,1.0,0.14568108442159391,0.2271304858583511,0.20431041229445718,0.311571613431425
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.3,2.0,1.0,0.14567460563148144,0.22712381928729747,0.20430477904069724,0.311564864067993
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.3,2.0,1.0,0.14567460563148144,0.22712381928729747,0.20430477904069724,0.311564864067993
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.3,4.0,1.0,0.1456669070269672,0.22711639034712636,0.20429863790531602,0.31155529052271463
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.3,4.0,1.0,0.1456669070269672,0.22711639034712636,0.20429863790531602,0.31155529052271463
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.6,0.5,1.0,0.14568595954089925,0.22713550351870485,0.20431484062023095,0.3115772020284287
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.6,0.5,1.0,0.14568595954089925,0.22713550351870485,0.20431484062023095,0.3115772020284287
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.6,1.0,1.0,0.14568456881872469,0.22713409226091796,0.2043136308989554,0.31157563834135554
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.6,1.0,1.0,0.14568456881872469,0.22713409226091796,0.2043136308989554,0.31157563834135554
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.6,2.0,1.0,0.14568256919146935,0.22713212552175957,0.20431198404705084,0.3115732915830592
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.6,2.0,1.0,0.14568256919146935,0.22713212552175957,0.20431198404705084,0.3115732915830592
ETTh2,4,DynVAR-Lasso Weighted Ridge,1.0,0.6,4.0,1.0,0.1456806481749592,0.2271303812002382,0.20431055449034888,0.3115703553891897
ETTh2,4,STCG-v1 Weighted Ridge,1.0,0.6,4.0,1.0,0.1456806481749592,0.2271303812002382,0.20431055449034888,0.3115703553891897
ETTh2,4,Dense Ridge,3.0,,,,0.1458513657155465,0.22716028789504897,0.2044479604435438,0.31153272148584
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.01,0.5,1.0,0.14583856548088864,0.22714694283896722,0.20443599888457967,0.3115163582074835
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.01,0.5,1.0,0.14583856548088864,0.22714694283896722,0.20443599888457967,0.3115163582074835
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.01,1.0,1.0,0.14582162893256714,0.22712650471931786,0.20441752440367794,0.31149242444233527
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.01,1.0,1.0,0.14582162893256714,0.22712650471931786,0.20441752440367794,0.31149242444233527
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.01,2.0,1.0,0.1457775324396976,0.2270565432465418,0.20435684969528317,0.31141489299324876
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.01,2.0,1.0,0.1457775324396976,0.2270565432465418,0.20435684969528317,0.31141489299324876
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.01,4.0,1.0,0.14565526108682195,0.2269569934327678,0.2042849775787406,0.3112200573635995
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.01,4.0,1.0,0.14565526108682195,0.2269569934327678,0.2042849775787406,0.3112200573635995
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.03,0.5,1.0,0.14583887284879812,0.22714726842675487,0.2044363154107802,0.31151686488801644
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.03,0.5,1.0,0.14583887284879812,0.22714726842675487,0.2044363154107802,0.31151686488801644
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.03,1.0,1.0,0.14582225919711456,0.2271276370768239,0.20441872087229082,0.3114944540021631
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.03,1.0,1.0,0.14582225919711456,0.2271276370768239,0.20441872087229082,0.3114944540021631
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.03,2.0,1.0,0.14577318651916915,0.22706227684992064,0.20436285706032567,0.3114289849203307
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.03,2.0,1.0,0.14577318651916915,0.22706227684992064,0.20436285706032567,0.3114289849203307
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.03,4.0,1.0,0.14564920578857946,0.22694081432960742,0.20426876388978593,0.3112939849310068
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.03,4.0,1.0,0.14564920578857946,0.22694081432960742,0.20426876388978593,0.3112939849310068
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.1,0.5,1.0,0.145839959841966,0.22714842798760543,0.20443741817312452,0.3115185429107544
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.1,0.5,1.0,0.145839959841966,0.22714842798760543,0.20443741817312452,0.3115185429107544
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.1,1.0,1.0,0.14582516197991305,0.2271318278294569,0.20442282076345905,0.3115004944795391
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.1,1.0,1.0,0.14582516197991305,0.2271318278294569,0.20442282076345905,0.3115004944795391
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.1,2.0,1.0,0.14578650490683162,0.2270881125067973,0.20438605701608828,0.3114588354238325
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.1,2.0,1.0,0.14578650490683162,0.2270881125067973,0.20438605701608828,0.3114588354238325
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.1,4.0,1.0,0.1457223024795744,0.22702388100000004,0.20433468506481442,0.31139146673577506
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.1,4.0,1.0,0.1457223024795744,0.22702388100000004,0.20433468506481442,0.31139146673577506
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.3,0.5,1.0,0.1458429795414372,0.22715165355153483,0.20444037312543314,0.3115226773947761
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.3,0.5,1.0,0.1458429795414372,0.22715165355153483,0.20444037312543314,0.3115226773947761
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.3,1.0,1.0,0.1458338210799128,0.22714194655817085,0.2044320274182909,0.311512349316965
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.3,1.0,1.0,0.1458338210799128,0.22714194655817085,0.2044320274182909,0.311512349316965
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.3,2.0,1.0,0.14581691927940554,0.22712456993848595,0.20441754123230543,0.31149434748337923
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.3,2.0,1.0,0.14581691927940554,0.22712456993848595,0.20441754123230543,0.31149434748337923
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.3,4.0,1.0,0.14579743819326563,0.22710590759216792,0.2044023045620282,0.3114693046392494
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.3,4.0,1.0,0.14579743819326563,0.22710590759216792,0.2044023045620282,0.3114693046392494
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.6,0.5,1.0,0.14584700175892085,0.2271558477995884,0.2044440953878834,0.31152760932229817
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.6,0.5,1.0,0.14584700175892085,0.2271558477995884,0.2044440953878834,0.31152760932229817
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.6,1.0,1.0,0.1458431957185085,0.22715197074865037,0.20444080284078386,0.3115233110393079
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.6,1.0,1.0,0.1458431957185085,0.22715197074865037,0.20444080284078386,0.3115233110393079
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.6,2.0,1.0,0.14583779324151613,0.22714665177497095,0.20443638257919985,0.3115169210983656
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.6,2.0,1.0,0.14583779324151613,0.22714665177497095,0.20443638257919985,0.3115169210983656
ETTh2,4,DynVAR-Lasso Weighted Ridge,3.0,0.6,4.0,1.0,0.14583262691254126,0.2271419917988286,0.20443258486296284,0.3115090231495436
ETTh2,4,STCG-v1 Weighted Ridge,3.0,0.6,4.0,1.0,0.14583262691254126,0.2271419917988286,0.20443258486296284,0.3115090231495436
ETTh2,4,Dense Ridge,10.0,,,,0.14638200151166142,0.22725149711506418,0.20486694305686695,0.3114067893412777
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.01,0.5,1.0,0.1463524533396385,0.22721716908347156,0.20483736319094567,0.3113644578011799
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.01,0.5,1.0,0.1463524533396385,0.22721716908347156,0.20483736319094567,0.3113644578011799
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,0.14632121505127701,0.2271760033444908,0.2048025509362576,0.311308715386639
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,0.14632121505127701,0.2271760033444908,0.2048025509362576,0.311308715386639
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.01,2.0,1.0,0.14630099355279497,0.22715818942805638,0.2047923342462775,0.31116660077587394
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.01,2.0,1.0,0.14630099355279497,0.22715818942805638,0.2047923342462775,0.31116660077587394
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,0.14627531730970136,0.22728591709559381,0.20493721078848443,0.3108925623572958
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,0.14627531730970136,0.22728591709559381,0.20493721078848443,0.3108925623572958
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.03,0.5,1.0,0.1463531395037488,0.22721807032671865,0.20483816080283934,0.31136571604923624
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.03,0.5,1.0,0.1463531395037488,0.22721807032671865,0.20483816080283934,0.31136571604923624
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.03,1.0,1.0,0.14632183173909222,0.22717790411797806,0.2048042815845741,0.3113130594952004
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.03,1.0,1.0,0.14632183173909222,0.22717790411797806,0.2048042815845741,0.3113130594952004
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.03,2.0,1.0,0.1462712630386799,0.22712487724479186,0.20476439015901607,0.31118656244537396
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.03,2.0,1.0,0.1462712630386799,0.22712487724479186,0.20476439015901607,0.31118656244537396
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.03,4.0,1.0,0.14616234092510239,0.22708655625745253,0.20475746292524888,0.310963123429999
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.03,4.0,1.0,0.14616234092510239,0.22708655625745253,0.20475746292524888,0.310963123429999
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.1,0.5,1.0,0.14635556073021092,0.22722117211911394,0.2048408892860975,0.31136991221034555
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.1,0.5,1.0,0.14635556073021092,0.22722117211911394,0.2048408892860975,0.31136991221034555
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,0.14632593531466231,0.22718565747980232,0.20481109654133606,0.31132643536285465
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,0.14632593531466231,0.22718565747980232,0.20481109654133606,0.31132643536285465
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.1,2.0,1.0,0.14626354352386908,0.22711986548361196,0.2047590781212954,0.31123666895936664
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.1,2.0,1.0,0.14626354352386908,0.22711986548361196,0.2047590781212954,0.31123666895936664
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.1,4.0,1.0,0.14617077533362646,0.22704348094989327,0.20470489618580792,0.31110048024571124
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.1,4.0,1.0,0.14617077533362646,0.22704348094989327,0.20470489618580792,0.31110048024571124
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.3,0.5,1.0,0.1463622111421595,0.22722943615558117,0.20484807143445333,0.31138042679838146
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.3,0.5,1.0,0.1463622111421595,0.22722943615558117,0.20484807143445333,0.31138042679838146
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.3,1.0,1.0,0.14634203529760553,0.2272069739019998,0.2048293261955592,0.311354474006056
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.3,1.0,1.0,0.14634203529760553,0.2272069739019998,0.2048293261955592,0.311354474006056
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.3,2.0,1.0,0.1463064629836597,0.22717075150979923,0.20480003161971308,0.3113111866458583
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.3,2.0,1.0,0.1463064629836597,0.22717075150979923,0.20480003161971308,0.3113111866458583
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.3,4.0,1.0,0.14626689455603012,0.2271348034649124,0.20477169956379085,0.3112534973792919
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.3,4.0,1.0,0.14626689455603012,0.2271348034649124,0.20477169956379085,0.3112534973792919
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.6,0.5,1.0,0.1463712800312845,0.2272400654412779,0.2048571999621292,0.31139324801560975
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.6,0.5,1.0,0.1463712800312845,0.2272400654412779,0.2048571999621292,0.31139324801560975
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.6,1.0,1.0,0.1463623506743282,0.22723051251860035,0.20484923842077676,0.3113821168575862
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.6,1.0,1.0,0.1463623506743282,0.22723051251860035,0.20484923842077676,0.3113821168575862
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.6,2.0,1.0,0.14634964606280962,0.22721779875270934,0.20483883734901967,0.3113659416184043
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.6,2.0,1.0,0.14634964606280962,0.22721779875270934,0.20483883734901967,0.3113659416184043
ETTh2,4,DynVAR-Lasso Weighted Ridge,10.0,0.6,4.0,1.0,0.14633733504068383,0.22720690663937845,0.20483006333020928,0.31134651259282053
ETTh2,4,STCG-v1 Weighted Ridge,10.0,0.6,4.0,1.0,0.14633733504068383,0.22720690663937845,0.20483006333020928,0.31134651259282053
ETTh2,4,Dense Ridge,30.0,,,,0.14771529726728622,0.22758426637888576,0.20591209362764323,0.3112268475920474
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.01,0.5,1.0,0.14768182751468154,0.22754827094505756,0.20588363666340875,0.31115106856212177
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.01,0.5,1.0,0.14768182751468154,0.22754827094505756,0.20588363666340875,0.31115106856212177
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.01,1.0,1.0,0.14767242641816025,0.2275484348535809,0.2058885954739628,0.3110645643945466
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.01,1.0,1.0,0.14767242641816025,0.2275484348535809,0.2058885954739628,0.3110645643945466
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.01,2.0,1.0,0.14775458364639038,0.22773928386759143,0.20606976548384523,0.31088744230451504
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.01,2.0,1.0,0.14775458364639038,0.22773928386759143,0.20606976548384523,0.31088744230451504
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.01,4.0,1.0,0.14795330600079307,0.22818997990933093,0.20651446357351272,0.3106185638014675
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.01,4.0,1.0,0.14795330600079307,0.22818997990933093,0.20651446357351272,0.3106185638014675
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.03,0.5,1.0,0.14768216211368132,0.22754863876506642,0.2058838839330946,0.31115317785958346
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.03,0.5,1.0,0.14768216211368132,0.22754863876506642,0.2058838839330946,0.31115317785958346
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.03,1.0,1.0,0.1476683542947501,0.2275430677996286,0.20588377032614957,0.3110706627737597
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.03,1.0,1.0,0.1476683542947501,0.2275430677996286,0.20588377032614957,0.3110706627737597
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.03,2.0,1.0,0.147696773930068,0.22764846686579943,0.20599104799632065,0.3109071062878751
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.03,2.0,1.0,0.147696773930068,0.22764846686579943,0.20599104799632065,0.3109071062878751
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.03,4.0,1.0,0.14776360533318167,0.22787026163286406,0.2062273614683894,0.3106683285747242
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.03,4.0,1.0,0.14776360533318167,0.22787026163286406,0.2062273614683894,0.3106683285747242
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.1,0.5,1.0,0.1476836523160407,0.22755029263895307,0.2058850663380001,0.31116028279257557
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.1,0.5,1.0,0.1476836523160407,0.22755029263895307,0.2058850663380001,0.31116028279257557
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.1,1.0,1.0,0.1476618944655904,0.22753327088808267,0.20587446508329424,0.31109013450304357
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.1,1.0,1.0,0.1476618944655904,0.22753327088808267,0.20587446508329424,0.31109013450304357
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.1,2.0,1.0,0.14763170628425867,0.2275361287691383,0.20588934442053078,0.3109631703966379
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.1,2.0,1.0,0.14763170628425867,0.2275361287691383,0.20588934442053078,0.3109631703966379
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.1,4.0,1.0,0.14759507122924484,0.22756589585262046,0.20593926469845253,0.310792800603544
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.1,4.0,1.0,0.14759507122924484,0.22756589585262046,0.20593926469845253,0.310792800603544
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.3,0.5,1.0,0.14768956665423577,0.22755691239375436,0.2058901205731356,0.31117854265434725
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.3,0.5,1.0,0.14768956665423577,0.22755691239375436,0.2058901205731356,0.31117854265434725
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.3,1.0,1.0,0.14766688127036542,0.22753540742488484,0.20587396727773438,0.3111342340093916
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.3,1.0,1.0,0.14766688127036542,0.22753540742488484,0.20587396727773438,0.3111342340093916
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.3,2.0,1.0,0.14762805086946273,0.2275052774855507,0.20585310241962196,0.3110651749020338
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.3,2.0,1.0,0.14762805086946273,0.2275052774855507,0.20585310241962196,0.3110651749020338
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.3,4.0,1.0,0.14758666671119702,0.22747945344954712,0.20583723231211729,0.3109803071670929
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.3,4.0,1.0,0.14758666671119702,0.22747945344954712,0.20583723231211729,0.3109803071670929
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.6,0.5,1.0,0.14770033558266568,0.22756869531127372,0.20589946920681462,0.31120161964381693
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.6,0.5,1.0,0.14770033558266568,0.22756869531127372,0.20589946920681462,0.31120161964381693
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.6,1.0,1.0,0.1476877541825962,0.22755632269660597,0.20588969862504927,0.31118166287269183
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.6,1.0,1.0,0.1476877541825962,0.22755632269660597,0.20588969862504927,0.31118166287269183
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.6,2.0,1.0,0.14766923715720537,0.22753993849224524,0.20587697377902334,0.3111537489514804
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.6,2.0,1.0,0.14766923715720537,0.22753993849224524,0.20587697377902334,0.3111537489514804
ETTh2,4,DynVAR-Lasso Weighted Ridge,30.0,0.6,4.0,1.0,0.14765104674849394,0.2275259734391765,0.20586626140897255,0.31112183946294647
ETTh2,4,STCG-v1 Weighted Ridge,30.0,0.6,4.0,1.0,0.14765104674849394,0.2275259734391765,0.20586626140897255,0.31112183946294647
ETTh2,4,Dense Ridge,100.0,,,,0.15168285408413448,0.2292506963088327,0.20935400358435416,0.3113951193193761
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.01,0.5,1.0,0.15172212519557163,0.22932456443580362,0.20943163832294695,0.31131142020449115
ETTh2,4,STCG-v1 Weighted Ridge,100.0,0.01,0.5,1.0,0.15172212519557163,0.22932456443580362,0.20943163832294695,0.31131142020449115
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.01,1.0,1.0,0.15180792893147396,0.22948881767765728,0.2095919890425341,0.3112337632480294
ETTh2,4,STCG-v1 Weighted Ridge,100.0,0.01,1.0,1.0,0.15180792893147396,0.22948881767765728,0.2095919890425341,0.3112337632480294
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.01,2.0,1.0,0.1520503089539048,0.22995226593040444,0.21003364777738495,0.31111559401699335
ETTh2,4,STCG-v1 Weighted Ridge,100.0,0.01,2.0,1.0,0.1520503089539048,0.22995226593040444,0.21003364777738495,0.31111559401699335
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.01,4.0,1.0,0.1523477804232822,0.2305533715372357,0.21058958293497523,0.31097567724066466
ETTh2,4,STCG-v1 Weighted Ridge,100.0,0.01,4.0,1.0,0.1523477804232822,0.2305533715372357,0.21058958293497523,0.31097567724066466
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.03,0.5,1.0,0.15171978517862927,0.2293206995072876,0.20942788066954282,0.3113135601523028
ETTh2,4,STCG-v1 Weighted Ridge,100.0,0.03,0.5,1.0,0.15171978517862927,0.2293206995072876,0.20942788066954282,0.3113135601523028
ETTh2,4,DynVAR-Lasso Weighted Ridge,100.0,0.03,1.0,1.0,0.1517962517502452,0.22946821094428455,0.20957295037151433,0.3112387942257942
